lower angle,upper angle,holding angle,system x,acceleration,ticks (50 tps),
1.57079632679,0.0,0,7.50096164478e-16,0.0,42,
1.57079632679,0.0,0,7.50096164478e-16,0.0,43,
1.57079632679,0.0,0,7.50096164478e-16,0.0,44,
1.57079632679,0.0,0,7.50096164478e-16,0.0,45,
1.57079632679,0.0,0,7.50096164478e-16,0.0,46,
1.57079632679,0.0,0,7.50096164478e-16,0.0,47,
1.57079632679,0.0,0,7.50096164478e-16,0.0,48,
1.57079632679,0.0,0,7.50096164478e-16,0.0,49,
1.57079632679,0.0,0,7.50096164478e-16,0.0,50,
1.57079632679,0.0,0,7.50096164478e-16,0.0,51,
1.57079632679,0.0,0,7.50096164478e-16,0.0,52,
1.57079632679,0.0,0,7.50096164478e-16,0.0,53,
1.57079632679,0.0,0,7.50096164478e-16,0.0,54,
1.57079632679,0.0,0,7.50096164478e-16,0.0,55,
1.57079632679,0.0,0,7.50096164478e-16,0.0,56,
1.57079632679,0.0,0,7.50096164478e-16,0.0,57,
1.57079632679,0.0,0,7.50096164478e-16,0.0,58,
1.57079632679,0.0,0,7.50096164478e-16,0.0,59,
1.57079632679,0.0,0,7.50096164478e-16,0.0,60,
1.57079632679,0.0,0,7.50096164478e-16,0.0,61,
1.57079632679,0.0,0,7.50096164478e-16,0.0,62,
1.57079632679,0.0,0,7.50096164478e-16,0.0,63,
1.57079632679,0.0,0,7.50096164478e-16,0.0,64,
1.57079632679,0.0,0,7.50096164478e-16,0.0,65,
1.57079632679,0.0,0,7.50096164478e-16,0.0,66,
1.57079632679,0.0,0,7.50096164478e-16,0.0,67,
1.57079632679,0.0,0,7.50096164478e-16,0.0,68,
1.57079632679,0.0,0,7.50096164478e-16,0.0,69,
1.57079632679,0.0,0,7.50096164478e-16,0.0,70,
1.57079632679,0.0,0,7.50096164478e-16,0.0,71,
1.57079632679,0.0,0,7.50096164478e-16,0.0,72,
1.57079632679,0.0,0,7.50096164478e-16,0.0,73,
1.57079632679,0.0,0,7.50096164478e-16,0.0,74,
1.57079632679,0.0,-0.05,7.50096164478e-16,0.0,75,
1.5711582462,-0.000706672668457,-0.05,-0.000723481158829,-0.000146229420222,76,
1.57187922398,-0.00211477279663,0,-0.00216293282945,-0.000289699021857,77,
1.57259400288,-0.00350952148438,0,-0.00359654187743,-0.000287261902768,78,
